50.0	141.28645275000002
50.1	144.41572575
50.3	142.538049
50.5	141.28644925
50.6	138.782692
50.8	143.7899295
50.9	140.03428474999998
51.0	136.905012
51.2	135.0273315
51.4	133.7751705
51.5	136.27893125000003
51.6	133.14937075000003
51.8	131.2716905
52.0	132.52329025
52.1	129.39372575000002
52.2	132.52357075
52.4	135.02733175
52.5	134.40125125
52.7	128.76792974999998
52.9	131.89749025
53.0	131.89749025
53.1	123.76040850000001
53.3	129.39344525
53.5	127.51604925000001
53.6	126.88996875000001
53.8	123.134324
53.9	121.25664775
54.0	122.50852775000001
54.2	120.63055975
54.4	118.12708675
54.5	117.50129050000001
54.6	120.00505125
54.8	118.75317100000002
55.0	116.249122
55.1	121.88244000000002
55.2	113.745937
55.4	113.1195655
55.5	116.24912225
55.7	116.24941025
55.9	112.493769
56.0	113.745937
56.1	119.37896700000002
56.3	115.62361375
56.5	113.11985299999999
56.6	113.745937
56.8	113.74564925
56.9	117.50129050000001
57.0	115.62361375
57.2	115.62361375
57.4	117.50100275000001
57.5	115.62332599999999
57.6	113.11985299999999
57.8	111.86797275
58.0	113.74564949999998
58.1	113.11985324999999
58.2	113.7453615
58.4	111.8679725
58.5	112.4940565
58.7	110.61609225000001
58.9	110.61609225
59.0	109.36421175
59.1	114.3717335
59.3	113.74564925
59.5	112.493769
59.6	113.745937
59.8	114.37144550000001
59.9	108.11233150000001
60.0	106.86045125
60.2	111.24217625
60.4	109.36421175
60.5	108.11233125000001
60.6	111.86797249999998
60.8	111.24188874999999
61.0	107.4862475
61.1	111.242176
61.2	109.36421175
61.4	114.37173325
61.5	113.745937
61.7	113.12014075
61.9	114.99781750000001
62.0	108.1123315
62.1	113.745937
62.3	116.24941025
62.5	110.61580475
62.6	113.745649
62.8	111.86768475
62.9	113.74564925
63.0	119.37897075
63.2	117.50129050000001
63.4	121.25664725
63.5	118.12737450000002
63.6	118.12708675
63.8	118.1270865
64.0	121.25635949999999
64.1	118.12708675
64.2	117.50129025000001
64.4	119.379255
64.5	120.00476325000001
64.7	123.13460825
64.8	121.88272800000003
65.0	126.26388825
65.2	126.264169
65.3	126.2638845
65.5	127.51604574999999
65.6	129.39372975000003
65.8	132.523571
65.9	133.77517075
66.0	135.6531315
66.2	137.53080824999998
66.3	136.90501175
66.5	138.78268849999998
66.7	141.28616849999997
66.8	141.91253325
67.0	145.667894
67.1	144.41572575
67.2	147.5452825
67.4	152.552804
67.5	148.17136675
67.7	153.17888825000003
67.8	150.04933125
68.0	155.056565
68.2	155.68264875
68.3	160.06408625000003
68.5	159.438006
68.6	164.4455275
68.8	166.94871974999998
68.9	166.94928475000003
69.0	169.4527645
69.2	173.20868625
69.3	172.582606
69.5	177.58984325
69.7	178.841727
69.8	186.35272525000002
70.0	182.59708425000002
70.2	189.4822825
70.3	193.23792350000002
70.5	193.86400749999999
70.6	196.99356475000002
70.8	200.74920600000002
70.9	204.5042785
71.1	211.390045
71.2	212.64164499999998
71.4	216.39757025
71.5	221.4039515
71.7	227.03726924999998
71.8	227.66364075
72.0	234.54855149999997
72.1	238.9302765
72.2	242.06040900000005
72.4	243.31200175
72.6	253.95226549999998
72.7	259.586159
72.9	260.83775149999997
73.0	267.7232375
73.2	273.98179025
73.3	277.73715075
73.5	282.11943725
73.6	289.6301582500001
73.8	293.386087
73.9	298.39304000000004
74.1	305.90489800000006
74.2	315.29356925
74.4	321.5521075
74.5	327.18542525
74.7	337.82626474999995
74.8	344.08537875
75.0	350.34506825
75.1	356.60419675
75.2	367.24502874999996
75.4	374.12995349999994
75.6	388.52672900000005
75.7	396.03801125
75.9	402.29655
76.0	407.92986749999994
76.2	419.19650325
76.3	431.08893524999996
76.5	444.2341175
76.6	456.12655
76.8	466.76683525
76.9	480.5372097499999
77.1	494.307628
77.2	503.0705094999999
77.4	517.466134
77.5	538.1214409999999
77.7	548.7628695
77.8	555.64777325
78.0	577.5552552500001
78.1	590.07348375
78.2	605.721283
78.4	627.0029617499999
78.6	637.01800425
78.7	658.9249325
78.9	674.5732859999999
79.0	692.0990499999999
79.2	707.7479862499999
79.3	728.4027247500001
79.5	745.9296115000001
79.6	760.3252355
79.8	784.7359170000001
79.9	809.7723735000001
80.1	828.55086725
80.2	858.5954420000002
80.4	877.9991562499999
80.5	901.1582307499999
80.7	930.5764334999999
80.8	949.98016175
81.0	978.7719934999999
81.1	1004.4354027499998
81.2	1032.60257
81.4	1055.1352475
81.6	1085.1798025
81.7	1112.0942525000003
81.9	1139.00984
82.0	1172.80919
82.2	1200.9757875
82.3	1232.2724675000002
82.5	1272.33153
82.6	1309.260455
82.8	1339.3050150000001
82.9	1369.34901
83.1	1402.52254
83.2	1443.2079625000001
83.4	1479.5121775
83.5	1514.563735
83.7	1553.9963825
83.8	1584.0409175000002
84.0	1623.474785
84.1	1664.1595550000002
84.2	1700.4632550000001
84.4	1749.2851625
84.6	1783.7109
84.7	1820.013975
84.9	1867.5843300000001
85.0	1907.6439025000002
85.2	1949.58096
85.3	1994.6475049999997
85.5	2033.4549650000001
85.6	2077.8957149999997
85.8	2127.969255
85.9	2168.0276625
86.1	2214.3463524999997
86.2	2263.16831
86.4	2304.479495
86.5	2348.2949675000004
86.7	2393.986845
86.8	2442.80875
87.0	2486.6236599999997
87.1	2525.4311700000003
87.2	2573.6272825
87.4	2616.8152649999997
87.6	2654.3710899999996
87.7	2698.186165
87.9	2738.8708774999996
88.0	2788.3191925
88.2	2815.8594324999995
88.3	2859.0480350000003
88.5	2903.4887375
88.6	2944.7999175000004
