50.0 	  141.28645275000002 	 102.30016380506473 
50.1 	  144.41572575 	 102.3029085207424 
50.3 	  142.538049 	 102.30878214107157 
50.5 	  141.28644925 	 102.3152054203651 
50.6 	  138.782692 	 102.31863805491942 
50.8 	  143.7899295 	 102.32597714627465 
50.9 	  140.03428474999998 	 102.32989709274439 
51.0 	  136.905012 	 102.33399340754183 
51.2 	  135.0273315 	 102.3427451133701 
51.4 	  133.7751705 	 102.35229514335983 
51.5 	  136.27893125000003 	 102.35739051874702 
51.6 	  133.14937075000003 	 102.36271130791566 
51.8 	  131.2716905 	 102.37406669380196 
52.0 	  132.52329025 	 102.38644003030981 
52.1 	  129.39372575000002 	 102.39303467078366 
52.2 	  132.52357075 	 102.39991607696244 
52.4 	  135.02733175 	 102.41458603370388 
52.5 	  134.40125125 	 102.42239909561043 
52.7 	  128.76792974999998 	 102.43904607892715 
52.9 	  131.89749025 	 102.45714605505985 
53.0 	  131.89749025 	 102.46677724834373 
53.1 	  123.76040850000001 	 102.47681634290701 
53.3 	  129.39344525 	 102.498182851855 
53.5 	  127.51604925000001 	 102.5213806330533 
53.6 	  126.88996875000001 	 102.53371109609468 
53.8 	  123.134324 	 102.5599304392255 
53.9 	  121.25664775 	 102.57385943638705 
54.0 	  122.50852775000001 	 102.58836255867891 
54.2 	  120.63055975 	 102.61917926888911 
54.4 	  118.12708675 	 102.65256437836797 
54.5 	  117.50129050000001 	 102.67028097965957 
54.6 	  120.00505125 	 102.68871441192022 
54.8 	  118.75317100000002 	 102.72783936702959 
55.0 	  116.249122 	 102.77016350530826 
55.1 	  121.88244000000002 	 102.79259945309826 
55.2 	  113.745937 	 102.81592617986738 
55.4 	  113.1195655 	 102.86538269942572 
55.5 	  116.24912225 	 102.8915805190172 
55.7 	  116.24941025 	 102.94709364103213 
55.9 	  112.493769 	 103.00701469672991 
56.0 	  113.745937 	 103.03872695161618 
56.1 	  119.37896700000002 	 103.07166219216393 
56.3 	  115.62361375 	 103.1413749514702 
56.5 	  113.11985299999999 	 103.2165131952442 
56.6 	  113.745937 	 103.25623556787859 
56.8 	  113.74564925 	 103.34023702059451 
56.9 	  117.50129050000001 	 103.38462075583575 
57.0 	  115.62361375 	 103.43066556303661 
57.2 	  115.62361375 	 103.52796538470218 
57.4 	  117.50100275000001 	 103.63260743056618 
57.5 	  115.62332599999999 	 103.68783659393692 
57.6 	  113.11985299999999 	 103.74509070526422 
57.8 	  111.86797275 	 103.86594361830313 
58.0 	  113.74564949999998 	 103.99572536999364 
58.1 	  113.11985324999999 	 104.06414807995677 
58.2 	  113.7453615 	 104.13502737766846 
58.4 	  111.8679725 	 104.28447474161416 
58.5 	  112.4940565 	 104.36320785577892 
58.7 	  110.61609225000001 	 104.52912271158372 
58.9 	  110.61609225 	 104.70690300705753 
59.0 	  109.36421175 	 104.80047708787653 
59.1 	  114.3717335 	 104.89730383201966 
59.3 	  113.74564925 	 105.1011210249344 
59.5 	  112.493769 	 105.31919284068131 
59.6 	  113.745937 	 105.4338482027926 
59.8 	  114.37144550000001 	 105.67497065850755 
59.9 	  108.11233150000001 	 105.80167567480719 
60.0 	  106.86045125 	 105.9326401796802 
60.2 	  111.24217625 	 106.2078570665167 
60.4 	  109.36421175 	 106.50167191804856 
60.5 	  108.11233125000001 	 106.65589609488386 
60.6 	  111.86797249999998 	 106.81518745658893 
60.8 	  111.24188874999999 	 107.1495603742024 
61.0 	  107.4862475 	 107.5060031989743 
61.1 	  111.242176 	 107.69289547250298 
61.2 	  109.36421175 	 107.88578617881514 
61.4 	  114.37173325 	 108.29023918051188 
61.5 	  113.745937 	 108.50214929526867 
61.7 	  113.12014075 	 108.94623595429177 
61.9 	  114.99781750000001 	 109.4185907081274 
62.0 	  108.1123315 	 109.66585149282051 
62.1 	  113.745937 	 109.92076721168853 
62.3 	  116.24941025 	 110.45438741316109 
62.5 	  110.61580475 	 111.0211434979003 
62.6 	  113.745649 	 111.31749598876672 
62.8 	  111.86768475 	 111.93728717889847 
62.9 	  113.74564925 	 112.26119492109355 
63.0 	  119.37897075 	 112.59476477545337 
63.2 	  117.50129050000001 	 113.291882121298 
63.4 	  121.25664725 	 114.0306715542053 
63.5 	  118.12737450000002 	 114.41635048762247 
63.6 	  118.12708675 	 114.81324635159285 
63.8 	  118.1270865 	 115.6418026753557 
64.0 	  121.25635949999999 	 116.51862151820929 
64.1 	  118.12708675 	 116.9758658702086 
64.2 	  117.50129025000001 	 117.44607065368844 
64.4 	  119.379255 	 118.42660659276444 
64.5 	  120.00476325000001 	 118.9375745212716 
64.7 	  123.13460825 	 120.00254558149234 
64.8 	  121.88272800000003 	 120.55722043061932 
65.0 	  126.26388825 	 121.71267282474936 
65.2 	  126.264169 	 122.931965048585 
65.3 	  126.2638845 	 123.5664628382672 
65.5 	  127.51604574999999 	 124.88704020388973 
65.6 	  129.39372975000003 	 125.57389031376441 
65.8 	  132.523571 	 127.00268845273314 
65.9 	  133.77517075 	 127.74544629638201 
66.0 	  135.6531315 	 128.50766102821478 
66.2 	  137.53080824999998 	 130.09215508332892 
66.3 	  136.90501175 	 130.91529864314552 
66.5 	  138.78268849999998 	 132.6255920730266 
66.7 	  141.28616849999997 	 134.42426169402785 
66.8 	  141.91253325 	 135.35790283258632 
67.0 	  145.667894 	 137.29619333687384 
67.1 	  144.41572575 	 138.30182369091443 
67.2 	  147.5452825 	 139.33244431440576 
67.4 	  152.552804 	 141.4707042042051 
67.5 	  148.17136675 	 142.57938744914057 
67.7 	  153.17888825000003 	 144.87853187897136 
